,City,Cloudiness,Max Temp,Latitutde,Longitude,Humidity,Wind Speed,Country,Date
405,bathsheba,40,87.8,13.22,-59.52,52,19.46,BB,-14400
406,aasiaat,98,29.84,68.71,-52.87,88,9.1,GL,-7200
407,champerico,20,89.6,14.3,-91.92,52,4.7,GT,-21600
408,codrington,76,53.22,-38.27,141.97,76,13.24,AU,36000
409,kirakira,64,79.32,-10.45,161.92,79,4.5,SB,39600
410,nizhnyaya poyma,79,32.45,56.16,97.19,70,10.67,RU,25200
411,olkhovka,80,45.37,53.21,60.61,85,4.34,RU,18000
412,salisbury,0,62.6,51.07,-1.8,69,21.92,GB,3600
413,penzance,92,61.0,50.12,-5.54,51,16.11,GB,3600
414,adrar,0,85.15,20.5,-10.07,12,12.73,MR,0
415,uji,78,55.0,34.88,135.8,81,2.53,JP,32400
416,thunder bay,40,46.4,48.4,-89.32,22,20.8,CA,-14400
417,antanifotsy,91,56.3,-19.65,47.32,56,5.06,MG,10800
418,maloy,0,59.0,61.94,5.11,66,4.7,NO,7200
419,khani,75,68.0,41.96,42.96,49,5.82,GE,14400
420,paraiso,20,82.99,9.84,-83.87,47,10.29,CR,-21600
421,taoudenni,0,89.89,22.68,-3.98,11,11.41,ML,0
422,armenia,40,60.8,40.0,45.0,44,11.41,AM,14400
423,jalu,0,84.34,29.03,21.55,13,15.52,LY,7200
424,pocatello,20,55.99,42.87,-112.45,29,10.29,US,-21600
425,mehamn,40,39.2,71.04,27.85,64,29.97,NO,7200
426,tura,92,69.64,25.52,90.22,74,1.77,IN,19800
427,kavaratti,87,86.09,10.57,72.64,69,7.02,IN,19800
428,tutoia,40,89.6,-2.76,-42.27,66,9.17,BR,-10800
429,bonthe,100,83.32,7.53,-12.51,75,8.66,SL,0
430,liverpool,0,59.0,53.41,-2.98,35,26.4,GB,3600
431,gazanjyk,2,76.93,39.24,55.52,28,3.91,TM,18000
432,tabas,99,77.02,33.6,56.92,24,5.08,IR,16200
433,mweka,93,71.53,-4.85,21.57,80,1.3,CD,7200
434,brae,0,51.8,60.4,-1.35,71,10.29,GB,3600
435,olafsvik,100,44.87,64.89,-23.71,91,17.63,IS,0
436,cayenne,100,73.4,4.93,-52.33,100,4.7,GF,-10800
437,turukhansk,100,34.03,65.82,87.98,97,6.26,RU,25200
438,talcahuano,48,68.0,-36.72,-73.12,42,11.41,CL,-14400
439,ostrovnoy,80,33.82,68.05,39.51,90,19.91,RU,10800
440,kutum,72,74.05,14.2,24.67,13,4.5,SD,7200
441,itarema,80,83.82,-2.92,-39.92,78,7.0,BR,-10800
442,seymchan,95,3.72,62.88,152.43,82,3.02,RU,39600
443,north bend,90,55.0,43.41,-124.22,81,3.36,US,-25200
444,iskilip,96,57.15,40.74,34.47,45,5.06,TR,10800
445,pahrump,1,64.4,36.21,-115.98,36,4.7,US,-25200
446,lebedinyy,86,3.16,58.52,125.52,87,2.42,RU,32400
447,nagato,75,59.0,34.38,131.2,72,14.99,JP,32400
448,kouango,73,76.75,4.99,19.96,75,4.97,CF,3600
449,yauya,2,61.3,-8.98,-77.3,17,7.0,PE,-18000
450,honiara,33,78.22,-9.43,159.95,79,3.29,SB,39600
451,angoche,0,76.44,-16.23,39.91,85,6.02,MZ,7200
452,krasnoselkup,100,33.82,65.7,82.47,96,10.94,RU,18000
453,sabzevar,12,68.27,36.21,57.68,31,3.02,IR,16200
454,dori,51,97.95,14.04,-0.03,25,8.7,BF,0
455,tocopilla,0,83.86,-22.09,-70.2,29,7.0,CL,-14400
456,leningradskiy,81,4.91,69.38,178.42,90,6.62,RU,43200
457,fuling,90,61.66,29.7,107.39,79,2.75,CN,28800
458,salta,0,78.8,-24.79,-65.41,47,3.36,AR,-10800
459,kununurra,16,75.2,-15.77,128.73,83,2.17,AU,28800
460,lake city,40,82.0,30.19,-82.64,57,18.34,US,-14400
461,ucluelet,75,53.01,48.93,-125.55,93,3.36,CA,-25200
462,ahuimanu,20,75.99,21.44,-157.84,73,7.02,US,-36000
463,lubango,43,62.02,-14.92,13.49,51,3.42,AO,3600
464,dawson creek,1,60.8,55.77,-120.24,49,13.87,CA,-25200
465,san quintin,88,64.49,30.48,-115.95,62,20.04,MX,-25200
466,benguela,8,80.17,-12.58,13.41,82,1.63,AO,3600
467,guarapari,96,78.01,-20.67,-40.5,70,10.45,BR,-10800
468,mahibadhoo,61,85.3,3.78,72.97,75,9.89,MV,18000
469,beyneu,3,70.59,45.32,55.2,39,9.73,KZ,18000
470,grand gaube,75,75.2,-20.01,57.66,88,12.75,MU,14400
471,monterey,88,57.0,36.25,-121.25,66,3.0,US,-25200
472,semey,0,58.42,50.41,80.23,37,10.49,KZ,21600
473,aba,53,81.7,5.11,7.37,75,7.74,NG,3600
474,moose factory,40,32.0,51.26,-80.61,95,27.51,CA,-14400
475,kamen-rybolov,100,34.92,44.75,132.04,79,14.09,RU,36000
476,college,90,39.0,64.86,-147.8,93,2.66,US,-28800
477,viedma,42,63.68,-40.81,-63.0,32,15.73,AR,-10800
478,amalapuram,2,78.84,16.58,82.02,83,2.98,IN,19800
479,kushmurun,100,55.67,52.45,64.63,72,8.14,KZ,21600
480,vakhrushev,100,32.94,48.98,142.97,94,12.26,RU,39600
481,kedrovyy,92,30.2,56.17,91.82,46,5.14,RU,25200
482,pizarro,42,81.93,4.95,-77.37,78,8.57,CO,-18000
483,longjiang,100,25.86,47.33,123.18,96,25.55,CN,28800
484,auki,77,81.07,-8.77,160.7,77,5.79,SB,39600
485,ilulissat,75,33.8,69.22,-51.1,40,10.29,GL,-7200
486,vanavara,0,25.65,60.34,102.28,91,2.26,RU,25200
487,atbasar,100,62.24,51.8,68.33,42,9.57,KZ,21600
488,ayr,0,59.0,55.46,-4.63,38,10.29,GB,3600
489,awjilah,0,85.08,29.11,21.29,13,14.92,LY,7200
490,ballarat,15,43.0,-37.57,143.85,82,3.33,AU,36000
491,bosaso,51,84.45,11.28,49.18,71,7.61,SO,10800
492,preston,0,57.99,53.77,-2.72,43,25.28,GB,3600
493,theunissen,12,67.42,-28.41,26.7,26,5.73,ZA,7200
494,mugur-aksy,31,36.19,50.35,90.5,33,2.93,RU,25200
495,tahoua,25,104.0,14.89,5.27,16,4.7,NE,3600
496,plettenberg bay,33,64.74,-34.05,23.37,73,8.59,ZA,7200
497,bailieborough,5,55.99,53.92,-6.97,51,10.0,IE,3600
498,jacqueville,75,84.2,5.21,-4.41,83,10.29,CI,0
499,luis correia,40,89.6,-2.88,-41.67,66,9.17,BR,-10800
500,rondonopolis,3,88.18,-16.47,-54.64,55,1.77,BR,-14400
501,bouna,73,91.85,9.27,-3.0,37,1.43,CI,0
502,tuy hoa,33,76.75,13.08,109.3,86,3.83,VN,25200
503,porto belo,20,77.0,-27.16,-48.55,69,9.17,BR,-10800
504,elbrus,83,39.0,43.26,42.64,34,6.15,RU,10800
505,coolum beach,30,55.99,-26.53,153.1,94,1.01,AU,36000
506,namibe,44,77.38,-15.2,12.15,72,8.55,AO,3600
507,karratha,68,80.42,-20.74,116.85,74,10.16,AU,28800
508,concepcion del uruguay,0,88.0,-32.48,-58.24,40,1.99,AR,-10800
509,basoko,63,74.95,1.24,23.62,75,1.45,CD,7200
510,madera,90,59.0,37.17,-119.83,93,9.17,US,-25200
511,ust-ilimsk,0,23.67,58.0,102.66,92,2.68,RU,28800
512,davenda,100,16.97,53.56,119.32,79,15.46,RU,32400
513,ialibu,75,52.0,-6.28,143.99,51,2.3,PG,36000
514,antalaha,26,75.96,-14.9,50.28,82,11.18,MG,10800
515,manzanillo,33,92.41,20.34,-77.12,39,8.12,CU,-14400
516,noumea,75,75.99,-22.28,166.46,93,7.56,NC,39600
517,westport,1,54.0,41.14,-73.36,40,13.87,US,-14400
518,padang,88,78.71,-0.95,100.35,75,4.36,ID,25200
519,krasnokamensk,100,20.07,50.1,118.04,78,24.45,RU,32400
520,waingapu,69,78.48,-9.66,120.26,81,7.76,ID,28800
521,porangatu,62,83.05,-13.44,-49.15,63,4.03,BR,-10800
522,foxton,100,55.99,-40.47,175.3,95,7.83,NZ,43200
523,kaeo,100,61.0,-35.1,173.78,95,1.01,NZ,43200
524,sciacca,84,60.01,37.51,13.09,85,10.0,IT,7200
525,ozinki,100,52.57,51.18,49.68,77,9.6,RU,14400
526,khao wong,5,84.0,16.7,104.09,75,4.32,TH,25200
527,ekhabi,100,26.33,53.51,142.97,97,21.09,RU,39600
528,buraydah,75,66.2,26.33,43.98,100,14.99,SA,10800
529,bam,83,76.66,29.11,58.36,26,2.46,IR,16200
530,zorritos,20,87.8,-3.68,-80.68,52,14.99,PE,-18000
531,waw,81,87.19,7.7,28.0,34,3.31,SS,10800
532,bani walid,5,80.33,31.76,13.99,25,14.67,LY,7200
533,harer,100,62.96,9.31,42.13,52,4.09,ET,10800
534,methoni,75,63.0,36.82,21.7,82,9.48,GR,10800
535,valle de allende,33,78.93,26.93,-105.4,9,3.02,MX,-21600
536,chimoio,20,64.4,-19.12,33.48,82,4.72,MZ,7200
537,khrenovoye,93,39.85,51.12,40.29,81,5.84,RU,10800
538,santa maria a vico,75,62.01,41.03,14.47,93,3.36,IT,7200
539,storforshei,100,39.99,66.4,14.52,93,1.01,NO,7200
540,sisimiut,99,31.71,66.94,-53.67,89,7.09,GL,-7200
541,vao,91,75.7,-22.67,167.48,81,9.73,NC,39600
542,tingo maria,20,82.4,-9.29,-76.01,65,3.36,PE,-18000
543,san angelo,1,87.8,31.46,-100.44,16,12.75,US,-18000
544,apiai,60,70.88,-24.51,-48.84,45,3.96,BR,-10800
545,albanel,20,19.4,48.88,-72.45,62,6.93,CA,-14400
546,turbat,16,89.38,26.0,63.04,29,10.02,PK,18000
547,san vicente de canete,25,73.78,-13.08,-76.38,66,7.29,PE,-18000
548,liwale,53,68.76,-9.77,37.93,82,3.24,TZ,10800
549,dunedin,69,50.0,-45.87,170.5,84,1.01,NZ,43200
550,valdosta,75,75.2,30.83,-83.28,60,6.93,US,-14400
551,talara,85,86.0,-4.58,-81.27,55,19.46,PE,-18000
552,tunduma,28,58.68,-9.3,32.77,64,4.76,TZ,10800
553,baruun-urt,10,20.41,46.68,113.28,67,12.39,MN,28800
554,mumford,27,84.15,5.26,-0.76,75,14.09,GH,0
555,pokaran,92,88.05,26.92,71.92,21,5.32,IN,19800
556,sitka,90,44.6,57.05,-135.33,75,3.36,US,-28800
557,atambua,2,74.25,-9.11,124.89,79,3.74,ID,28800
558,ola,0,7.09,59.58,151.28,84,7.7,RU,39600
559,orangeburg,90,66.99,33.49,-80.86,77,12.75,US,-14400
560,bogorodskoye,47,35.91,56.55,37.88,78,7.4,RU,10800
561,keetmanshoop,86,77.0,-26.58,18.13,47,16.11,NA,7200
562,angoram,97,73.71,-4.06,144.07,97,2.28,PG,36000
563,ntchisi,43,57.79,-13.53,33.91,65,1.43,MW,7200
564,sheridan,1,60.8,44.83,-106.92,29,18.34,US,-21600
565,amasia,75,53.6,40.65,35.83,62,27.51,TR,10800
566,sorong,100,77.2,-0.88,131.25,90,3.6,ID,32400
567,iwanai,100,47.39,42.97,140.51,89,8.39,JP,32400
568,ptuj,99,55.4,46.42,15.87,54,3.36,SI,7200
569,edremit,91,57.29,39.6,27.02,74,13.6,TR,10800
570,caravelas,36,78.89,-17.71,-39.25,73,13.87,BR,-10800
571,susangerd,7,82.4,31.56,48.18,39,2.24,IR,16200
572,nanortalik,0,31.6,60.14,-45.24,86,7.7,GL,-7200
573,tabuk,99,75.51,17.42,121.44,84,0.83,PH,28800
574,barao de melgaco,40,93.2,-16.19,-55.97,46,5.82,BR,-14400
575,djibo,65,99.75,14.1,-1.63,21,5.37,BF,0
576,sinnamary,100,79.81,5.38,-52.95,82,9.24,GF,-10800
577,saint-pierre,63,77.0,-21.34,55.48,65,11.41,RE,14400
578,tsumeb,0,68.85,-19.23,17.72,27,7.61,NA,7200
579,teguise,20,71.6,29.06,-13.56,53,16.11,ES,3600
580,prince rupert,90,48.2,54.32,-130.32,80,3.36,CA,-25200
581,grahamstown,38,64.99,-33.3,26.53,93,1.01,ZA,7200
